,AlgName,Acc,Recall,Precision,F1,Set
291,IF,0.7597173144876325,0.259946949602122,0.2699724517906336,0.2648648648648649,Test
292,LOF,0.599054820415879,0.599054820415879,0.599054820415879,0.599054820415879,Train
293,LOF,0.8745583038869258,0.4244031830238727,0.7048458149779736,0.5298013245033113,Test
294,KNN,0.9635160680529301,0.9270321361058601,1.0,0.9621345889739062,Train
295,KNN,0.4721731448763251,0.6047745358090185,0.17896389324960754,0.2761962447001817,Test
296,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
297,DBSCAN,0.16651943462897525,1.0,0.16651943462897525,0.28549791745550923,Test
298,SVM,0.9266540642722118,0.9245746691871456,0.9284358390280941,0.9265012312938057,Train
299,SVM,0.375,0.6710875331564987,0.163860103626943,0.2634044768349818,Test
300,IF,0.5369965657196378,0.5369965657196378,0.5369965657196378,0.5369965657196378,Train
301,IF,0.7876651982378855,0.3439153439153439,0.35714285714285715,0.3504043126684636,Test
302,LOF,0.5240399625351233,0.5240399625351233,0.5240399625351233,0.5240399625351233,Train
303,LOF,0.8665198237885463,0.3994708994708995,0.6651982378854625,0.4991735537190083,Test
304,KNN,0.9658133000312207,0.9316266000624415,1.0,0.9646032002586067,Train
305,KNN,0.6427312775330396,0.3386243386243386,0.18577648766328012,0.23992502343017807,Test
306,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
307,DBSCAN,0.16651982378854627,1.0,0.16651982378854627,0.2854984894259819,Test
308,SVM,0.9251482984701842,0.8915079612862941,0.95581589958159,0.922542605605363,Train
309,SVM,0.273568281938326,0.7063492063492064,0.14792243767313018,0.24461749885478698,Test
310,IF,0.4976419213973799,0.4976419213973799,0.4976419213973799,0.4976419213973799,Train
311,IF,0.7342687074829932,0.1836734693877551,0.1909814323607427,0.18725617685305593,Test
312,LOF,0.5958078602620087,0.5958078602620087,0.5958078602620087,0.5958078602620087,Train
313,LOF,0.8801020408163265,0.4413265306122449,0.7330508474576272,0.550955414012739,Test
314,KNN,0.9650655021834061,0.9301310043668122,1.0,0.9638009049773756,Train
315,KNN,0.2848639455782313,0.8112244897959183,0.16510903426791276,0.274374460742019,Test
316,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
317,DBSCAN,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,Test
318,SVM,0.9317030567685589,0.9220960698689956,0.940160284951024,0.9310405643738977,Train
319,SVM,0.2861394557823129,0.8647959183673469,0.17251908396946564,0.2876537971998303,Test
320,IF,0.5003091190108192,0.5003091190108192,0.5003091190108192,0.5003091190108192,Train
321,IF,0.7774480712166172,0.31297709923664124,0.3253968253968254,0.3190661478599222,Test
322,LOF,0.5221020092735703,0.5221020092735703,0.5221020092735703,0.5221020092735703,Train
323,LOF,0.8885120813904197,0.46564885496183206,0.7754237288135594,0.5818759936406994,Test
324,KNN,0.9897217928902627,0.9794435857805255,1.0,0.9896150542671976,Train
325,KNN,0.44425604069520985,0.6259541984732825,0.17446808510638298,0.2728785357737105,Test
326,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
