,AccTrain,PrecTrain,RecTrain,F1Train,AccTest,PrecTest,RecTest,F1Test
35,0.7781075418994413,0.7662988966900702,0.8002793296089385,0.7829205807002563,0.7966804979253111,0.43902439024390244,0.7977839335180056,0.5663716814159292
36,0.8016372795969773,0.7739490992279097,0.8521725440806045,0.8111793795893901,0.8411106826070189,0.5136986301369864,0.8680555555555556,0.6454388984509467
37,0.774074074074074,0.7860523824550332,0.7531368102796674,0.7692426464911604,0.793022159358793,0.43582089552238806,0.8271954674220963,0.5708699902248289
38,0.8037498078991855,0.7890887816293696,0.8291071154141694,0.8086031175059951,0.7894318633293603,0.43105590062111804,0.8281622911694511,0.5669934640522876
39,0.7789324908546724,0.7869974337040205,0.7648819421350183,0.7757821064170671,0.7833109017496636,0.41134751773049644,0.7044534412955465,0.5194029850746268
40,0.7819165621079046,0.7744693846388762,0.795483061480552,0.7848355899419729,0.7267561983471075,0.35956580732700133,0.8229813664596274,0.5004721435316336
41,0.7570311199866866,0.7674458874458875,0.7375603261774005,0.7522063815342838,0.7829369573423933,0.4250559284116331,0.8616780045351474,0.5692883895131086
42,0.7692176580876087,0.8123393316195373,0.7001874893471962,0.7521054558769681,0.771259842519685,0.4050480769230769,0.7966903073286052,0.5370517928286853
43,0.7959183673469388,0.7911066865770698,0.8041828301568561,0.7975911676145867,0.8119205298013245,0.4609250398724083,0.76657824933687,0.5756972111553785
44,0.755885078776645,0.7745078544442235,0.7219647822057461,0.7473138910207215,0.8191743432275674,0.47494033412887826,0.8155737704918032,0.6003016591251886
45,0.816733870967742,0.8114591593973037,0.8252016129032258,0.8182726909236305,0.7393258426966293,0.3526315789473684,0.6790540540540541,0.4642032332563511
46,0.8050190114068441,0.7963647110979755,0.8196197718631179,0.8078249138060261,0.7549575070821529,0.3706293706293706,0.676595744680851,0.4789156626506024
47,0.8048698572628044,0.8074513124470788,0.800671704450042,0.8040472175379427,0.7369394359685622,0.36304062909567497,0.7694444444444445,0.49332146037399827
48,0.7431957857769974,0.7296849087893864,0.7726075504828798,0.7505330490405117,0.7226685295144953,0.3456669912366115,0.7442348008385744,0.47207446808510634
49,0.8067574556111016,0.7673929376408716,0.8803654542320289,0.8200064226075787,0.75,0.3854166666666667,0.8409090909090909,0.5285714285714287
50,0.7950949367088608,0.796031746031746,0.7935126582278481,0.7947702060221871,0.8215904408735064,0.4790764790764791,0.8217821782178217,0.6052871467639016
51,0.7942656839834622,0.7928443649373882,0.7966924321409311,0.7947637406975703,0.7458587619877942,0.36723910171730517,0.7277486910994765,0.48814749780509215
52,0.775837866292332,0.7528144097780637,0.8213721705562379,0.785600402785936,0.7659235668789809,0.40215716486902925,0.8312101910828026,0.5420560747663551
53,0.8154385365019662,0.7954836643177451,0.8492049923063771,0.821466964359547,0.8539823008849557,0.5406976744186046,0.8230088495575221,0.6526315789473685
54,0.8263901147396293,0.8416481892091648,0.8040600176522507,0.8224248442719148,0.854,0.5399610136452242,0.8318318318318318,0.6548463356973996
55,0.7985975501508965,0.7858599592114208,0.8208769749689331,0.8029868889467744,0.68125,0.3253588516746411,0.85,0.4705882352941176
56,0.7618460019743336,0.7448838282812741,0.7964791049687397,0.7698179216029261,0.7926229508196722,0.4253731343283582,0.7019704433497537,0.529739776951673
57,0.821730482347091,0.8304392236976507,0.8085529587270015,0.819349962207105,0.7853566958698373,0.4186046511627907,0.7443609022556391,0.5358592692828146
58,0.8014906234973553,0.8028010302640052,0.7993268151947428,0.8010601558107783,0.801863354037267,0.4500978473581213,0.8582089552238806,0.5905006418485238
59,0.7899428769257401,0.8165154950869237,0.7479660723558941,0.7807390008130816,0.8016949152542373,0.4455732946298984,0.7811704834605598,0.567467652495379
60,0.7758620689655172,0.7570281124497992,0.8125,0.7837837837837837,0.7878571428571428,0.4170984455958549,0.6909871244635193,0.5201938610662359
61,0.7908849280800501,0.8031611536581391,0.7706378986866792,0.7865634724327774,0.8146017699115045,0.46795827123695977,0.8351063829787234,0.5998089780324737
62,0.7933905146316852,0.818863096326083,0.753447695930037,0.7847946045370937,0.7916417910447762,0.43,0.7706093189964157,0.55198973042362
63,0.7930303030303031,0.7821435518381638,0.8123232323232323,0.7969477752452682,0.7956630525437864,0.4462809917355372,0.9473684210526315,0.6067415730337079
64,0.7621951219512195,0.729673590504451,0.8329945799457995,0.7779183802594116,0.7472133757961783,0.38244853737811485,0.8444976076555024,0.5264727815063386
65,0.773580034423408,0.7667393858029871,0.7864027538726334,0.7764465969920978,0.6815401223461677,0.30462962962962964,0.7105831533477321,0.4264419961114711
66,0.7997341257428839,0.8013838653876396,0.7969971848608071,0.7991845056065241,0.7746730083234245,0.4111310592459605,0.8178571428571428,0.5471923536439666
67,0.784994602374955,0.797408937288772,0.7641237855343649,0.7804116133774347,0.8399053627760252,0.5128205128205128,0.7582938388625592,0.6118546845124283
68,0.8312878670187975,0.8219839951683527,0.845735591113873,0.8336906584992342,0.7431154952733251,0.37327188940092165,0.8,0.5090337784760408
69,0.8054581872809213,0.7861163227016885,0.8392588883324987,0.8118188423347058,0.6864966949952785,0.31770222743259086,0.7677053824362606,0.4494195688225539
70,0.8333892336072447,0.831002331002331,0.8369948012745262,0.8339878018213719,0.7665625,0.3963178294573643,0.7673545966228893,0.5226837060702876
71,0.7678658240155566,0.73984329657574,0.826284232701345,0.7806782515501798,0.706342991386061,0.3383084577114428,0.8,0.4755244755244755
72,0.7990092002830856,0.7728446884081369,0.8469568294409059,0.8082053013675502,0.7182904411764706,0.34676434676434675,0.7845303867403315,0.48094834885690085
73,0.7917865132630233,0.7988543371522094,0.7799616490891659,0.7892949547218628,0.744661095636026,0.3718120805369127,0.7715877437325905,0.5018115942028984
74,0.7862779835722339,0.7737563529955337,0.8091480109518441,0.791056526531255,0.7678571428571429,0.39819587628865977,0.770573566084788,0.5250637213254035
75,0.8248443238064825,0.8118963667024375,0.8456011496088137,0.8284060691381198,0.7404190086867655,0.3688760806916426,0.7852760736196319,0.5019607843137256
76,0.7411555555555556,0.7521844208960773,0.7192888888888889,0.7353689567430025,0.8461538461538461,0.5232558139534884,0.8513513513513513,0.6481481481481483
77,0.7613689639006095,0.7443389335281227,0.7962181590873574,0.7694050135910601,0.7720450281425891,0.4083916083916084,0.8225352112676056,0.5457943925233645
78,0.7926277702397105,0.8176759410801964,0.7532036785768129,0.7841167699913677,0.7533913043478261,0.3852295409181637,0.8058455114822547,0.5212694125590817
79,0.7819341492846061,0.7936792961034297,0.7619375969660404,0.7774846086191732,0.7675858187957231,0.40266222961730447,0.8175675675675675,0.5395763656633221
80,0.7858268957906354,0.7519455252918288,0.8530663723790005,0.7993204815717556,0.8317843866171004,0.4967948717948718,0.8659217877094972,0.6313645621181263
81,0.7497655517349172,0.7716763005780347,0.7094404501406689,0.7392508143322475,0.7406157739350485,0.3696682464454976,0.789873417721519,0.5036319612590798
82,0.7934279789440102,0.7441274054412741,0.8944010208964747,0.8123732251521298,0.7369394359685622,0.36788874841972186,0.8083333333333333,0.5056472632493485
83,0.7598321156536608,0.7503369776845888,0.7787968288512358,0.7643020594965675,0.7972972972972973,0.4451476793248945,0.8773388773388774,0.5906228131560531
84,0.7733083347537072,0.7517663683466792,0.8160899948866541,0.7826086956521738,0.8318546683565695,0.49691358024691357,0.817258883248731,0.6180422264875239
85,0.7955215085444903,0.7967455621301776,0.7934590453741898,0.7950989075878359,0.7537777777777778,0.38114209827357237,0.7653333333333333,0.5088652482269503
86,0.7611355849241311,0.7639782285997031,0.7557513460597161,0.7598425196850394,0.7718729747245625,0.41088180112570355,0.8521400778210116,0.5544303797468355
87,0.8119731635988302,0.7971489431427167,0.8369172544297264,0.8165491775763678,0.7708012326656395,0.4135737009544008,0.9027777777777778,0.5672727272727273
88,0.745591328264035,0.7512413108242304,0.7343471930108396,0.7426981919332405,0.7865072587532024,0.42275280898876405,0.7717948717948718,0.5462794918330308
89,0.8247549019607843,0.8121564316004398,0.8449346405228758,0.8282213502042124,0.789804469273743,0.4325782092772384,0.8406708595387841,0.5712250712250712
90,0.7852787456445993,0.7943555635448499,0.7698606271777003,0.7819163054056445,0.7766865926558497,0.4157160963244613,0.841025641025641,0.556403731976251
91,0.8331230852405839,0.8150673257201295,0.861776896738151,0.837771548703574,0.8385197645079899,0.5088757396449705,0.8686868686868687,0.6417910447761194
92,0.8157455208017006,0.8468723936613844,0.770877619192226,0.8070900564343056,0.7440502918724742,0.3725992317541613,0.784366576819407,0.5052083333333333
93,0.8062802687080144,0.7812365514273418,0.8508045617872207,0.8145378402632365,0.8197358197358198,0.4777636594663278,0.8764568764568764,0.618421052631579
94,0.7929407653328674,0.8084636614535419,0.767779136816355,0.7875963434307223,0.8118393234672304,0.46074646074646075,0.7568710359408034,0.5728
95,0.7510968921389397,0.7461910736691163,0.7610603290676416,0.753552357679428,0.8242270224481152,0.4829192546583851,0.7913486005089059,0.5998071359691417
96,0.7687856689917565,0.777905261432552,0.7523779327837666,0.7649286807961962,0.7685185185185185,0.400355871886121,0.78125,0.5294117647058824
97,0.8165249088699879,0.8210952632505722,0.8094080888734595,0.8152097902097902,0.7854875283446712,0.4161392405063291,0.7166212534059946,0.5265265265265265
98,0.7982539682539682,0.7748683440608543,0.8407936507936508,0.8064859926918392,0.7016036655211912,0.32575757575757575,0.738831615120275,0.45215562565720296
99,0.792599104859335,0.7885858426612014,0.7995524296675192,0.7940312723232003,0.8133918770581778,0.46523388116308473,0.8087912087912088,0.5906902086677368
